original_name,Synonym
Duguetia lanceolata,Duguetia lanceolata
Duguetia lucida,Duguetia lucida
Duguetia manausensis,Duguetia manausensis
Duguetia marcgraviana,Duguetia marcgraviana
Duguetia megalocarpa,Duguetia megalocarpa
Duguetia neglecta,Duguetia neglecta
Duguetia odorata,Duguetia odorata
Duguetia pauciflora,Duguetia pauciflora
Duguetia pycnastera,Duguetia pycnastera
Duguetia quitarensis,Duguetia quitarensis
Duguetia riparia,Duguetia riparia
Duguetia spixiana,Duguetia spixiana
Duguetia staudtii,Duguetia staudtii
Duguetia stelechantha,Duguetia stelechantha
Duguetia stenantha,Duguetia stenantha
Duguetia surinamensis,Duguetia surinamensis
Duguetia trunciflora,Duguetia trunciflora
Dulacia candida,Dulacia candida
Dulacia guianensis,Dulacia guianensis
Dulichium arundinaceum,Dulichium arundinaceum
Duma florulenta,Duma florulenta
Dunalia spinosa,Dunalia spinosa
Dunbaria debilis,Dunbaria debilis
Dunnia sinensis,Dunnia sinensis
Duosperma crenatum,Duosperma crenatum
Duparquetia orchidacea,Duparquetia orchidacea
Duperrea pavettifolia,Duperrea pavettifolia
Dupontia fisheri,Dupontia fisheri
Duranta erecta,Duranta erecta
Duranta serratifolia,Duranta serratifolia
Duranta vestita,Duranta vestita
Durio carinatus,Durio carinatus
Durio ceylanicus,Durio ceylanicus
Durio dulcis,Durio dulcis
Durio excelsus,Durio excelsus
Durio graveolens,Durio graveolens
Durio griffithii,Durio griffithii
Durio kutejensis,Durio kutejensis
Durio lanceolatus,Durio lanceolatus
Durio lowianus,Durio lowianus
Durio macrophyllus,Durio macrophyllus
Durio malaccensis,Durio malaccensis
Durio oblongus,Durio oblongus
Durio oxleyanus,Durio oxleyanus
Durio singaporensis,Durio singaporensis
Durio testudinarius,Durio testudinarius
Durio wyatt-smithii,Durio wyatt-smithii
Durio zibethinus,Durio zibethinus
Duroia aquatica,Duroia aquatica
Duroia duckei,Duroia duckei
Duroia eriopila,Duroia eriopila
Duroia fusifera,Duroia fusifera
Duroia genipoides,Duroia genipoides
Duroia gransabanensis,Duroia gransabanensis
Duroia hirsuta,Duroia hirsuta
Duroia longiflora,Duroia longiflora
Duroia macrophylla,Duroia macrophylla
Duroia micrantha,Duroia micrantha
Duroia saccifera,Duroia saccifera
Dussia atropurpurea,Dussia atropurpurea
Dussia cuscatlanica,Dussia cuscatlanica
Dussia discolor,Dussia discolor
Dussia lehmannii,Dussia lehmannii
Dussia macroprophyllata,Dussia macroprophyllata
Dussia mexicana,Dussia mexicana
Dussia munda,NA
Dussia tessmannii,Dussia tessmannii
Dyckia floribunda,Dyckia floribunda
Dyckia leptostachya,Dyckia leptostachya
Dyera costulata,Dyera costulata
Dyera polyphylla,Dyera polyphylla
Dyerophytum indicum,Dyerophytum indicum
Dypsis lutescens,Dypsis lutescens
Dypsis madagascariensis,Dypsis madagascariensis
Dypsis nodifera,Dypsis nodifera
Dypsis scottiana,Dypsis scottiana
Dyschoriste nagchana,Dyschoriste nagchana
Dyscritothamnus matudae,Dyscritothamnus matudae
Dysodiopsis tagetoides,Dysodiopsis tagetoides
Dysoxylum acutangulum,Dysoxylum acutangulum
Dysoxylum alliaceum,Dysoxylum alliaceum
Dysoxylum arborescens,Dysoxylum arborescens
Dysoxylum cauliflorum,Dysoxylum cauliflorum
Dysoxylum cyrtobotryum,Dysoxylum cyrtobotryum
Dysoxylum densiflorum,Dysoxylum densiflorum
Dysoxylum excelsum,Dysoxylum excelsum
Dysoxylum flavescens,Dysoxylum flavescens
Dysoxylum fraserianum,Dysoxylum fraserianum
Dysoxylum gaudichaudianum,NA
Dysoxylum gotadhora,Dysoxylum gotadhora
Dysoxylum grande,Dysoxylum grande
Dysoxylum hongkongense,Dysoxylum hongkongense
Dysoxylum klanderi,Dysoxylum klanderi
Dysoxylum latifolium,Dysoxylum latifolium
Dysoxylum lenticellare,Dysoxylum lenticellare
Dysoxylum loureirii,Dysoxylum loureiroi
Dysoxylum macrocarpum,Dysoxylum macrocarpum
Dysoxylum malabaricum,Dysoxylum malabaricum
Dysoxylum mollissimum,Dysoxylum mollissimum
Dysoxylum mollissimum subsp. molle,Dysoxylum mollissimum subsp. molle
Dysoxylum nutans,Dysoxylum nutans
Dysoxylum oppositifolium,Dysoxylum oppositifolium
Dysoxylum pachyphyllum,Dysoxylum pachyphyllum
Dysoxylum papuanum,Dysoxylum papuanum
Dysoxylum parasiticum,Dysoxylum parasiticum
Dysoxylum pettigrewianum,Dysoxylum pettigrewianum
Dysoxylum randianum,Dysoxylum randianum
Dysoxylum rigidum,Dysoxylum rigidum
Dysoxylum rufum,Dysoxylum rufum
Dysoxylum rugulosum,Dysoxylum rugulosum
Dysoxylum setosum,Dysoxylum setosum
Dysoxylum spectabile,Dysoxylum spectabile
Dysoxylum tonkinense,Dysoxylum tonkinense
Dysoxylum translucidum,Dysoxylum translucidum
Dysphania ambrosioides,Dysphania ambrosioides
Dysphania aristata,Dysphania aristata
Dysphania botrys,Dysphania botrys
Dysphania cristata,Dysphania cristata
Dysphania glomulifera,Dysphania glomulifera
Dysphania littoralis,Dysphania littoralis
Dysphania melanocarpa,Dysphania melanocarpa
Dysphania procera,Dysphania procera
Dysphania pumilio,Dysphania pumilio
Dysphania rhadinostachya,Dysphania rhadinostachya
Dysphania schraderiana,Dysphania schraderiana
Dysphania truncata,Dysphania truncata
Dyssodia decipiens,Dyssodia decipiens
Dyssodia papposa,Dyssodia papposa
Dyssodia pinnata,Dyssodia pinnata
Dyssodia tagetiflora,Dyssodia tagetiflora
Dystovomita paniculata,Dystovomita paniculata
Earina autumnalis,Earina autumnalis
Ebenopsis ebano,Ebenopsis ebano
Ebenus cretica,Ebenus cretica
Eberhardtia aurata,Eberhardtia aurata
Eberhardtia tonkinensis,Eberhardtia tonkinensis
Eberlanzia clausa,Eberlanzia clausa
Eberlanzia ebracteata,Eberlanzia ebracteata
Eberlanzia gravida,Eberlanzia gravida
Eberlanzia parvibracteata,Eberlanzia parvibracteata
Eberlanzia schneideriana,Eberlanzia schneideriana
Eberlanzia sedoides,Eberlanzia sedoides
Ecballium elaterium,Ecballium elaterium
Ecbolium ligustrinum,Ecbolium ligustrinum
Ecclinusa bullata,Ecclinusa bullata
Ecclinusa guianensis,Ecclinusa guianensis
Ecclinusa lanceolata,Ecclinusa lanceolata
Ecclinusa psilophylla,Ecclinusa psilophylla
Ecclinusa ramiflora,Ecclinusa ramiflora
Eccremocarpus scaber,Eccremocarpus scaber
Echeandia durangensis,Echeandia durangensis
Echeandia flavescens,Echeandia flavescens
Echeandia macrophylla,Echeandia macrophylla
Echeveria bifida,Echeveria bifida
Echeveria crassicaulis,Echeveria crassicaulis
Echinacea angustifolia,Echinacea angustifolia
Echinacea pallida,Echinacea pallida
Echinacea purpurea,Echinacea purpurea
Echinacea serotina,Echinacea serotina
Echinaria capitata,Echinaria capitata
Echinocactus horizonthalonius,Echinocactus horizonthalonius
Echinocactus platyacanthus,Echinocactus platyacanthus
Echinocactus polycephalus,Echinocactus polycephalus
Echinocarpus assamicus,Echinocarpus assamicus
Echinocereus engelmannii,Echinocereus engelmannii
Echinocereus enneacanthus,Echinocereus enneacanthus
Echinocereus reichenbachii,Echinocereus reichenbachii
Echinocereus stramineus,Echinocereus stramineus
Echinochloa colona,Echinochloa colona
Echinochloa crus-galli,Echinochloa crus-galli
Echinochloa crusgalli,Echinochloa crus-galli
Echinochloa frumentacea,Echinochloa frumentacea
Echinochloa haploclada,Echinochloa haploclada
Echinochloa jubata,Echinochloa jubata
Echinochloa muricata,Echinochloa muricata
Echinochloa pyramidalis,Echinochloa pyramidalis
Echinochloa stagnina,Echinochloa stagnina
Echinochloa telmatophila,Echinochloa telmatophila
Echinochloa walteri,Echinochloa walteri
Echinocystis fabacea,Echinocystis fabacea
Echinocystis lobata,Echinocystis lobata
Echinodorus berteroi,Echinodorus berteroi
Echinolaena inflexa,Echinolaena inflexa
Echinopepon pubescens,Echinopepon pubescens
Echinopepon racemosus,Echinopepon racemosus
Echinopogon caespitosus,Echinopogon caespitosus
Echinops colchicus,Echinops colchicus
Echinops exaltatus,Echinops exaltatus
Echinops gmelinii,Echinops gmelinii
Echinops hussonii,Echinops hussonii
Echinops polyceras,Echinops polyceras
Echinops pungens,Echinops pungens
Echinops ritro,Echinops ritro
Echinops sphaerocephalus,Echinops sphaerocephalus
Echinops spinosissimus,Echinops spinosissimus
Echinops strigosus,Echinops strigosus
Echinops tenuisectus,Echinops tenuisectus
Echinops transcaucasicus,Echinops transcaucasicus
Echinopsis atacamensis,Echinopsis atacamensis
Echinopsis bolligeriana,Echinopsis bolligeriana
Echinopsis chiloensis subsp. litoralis,NA
Echinopsis chiloensis subsp. skottsbergii,Echinopsis chiloensis subsp. skottsbergii
Echinopsis leucantha,Echinopsis leucantha
Echinopterys eglandulosa,Echinopterys eglandulosa
Echinospartum boissieri,Echinospartum boissieri
Echinospartum horridum,Echinospartum horridum
Echinospartum lusitanicum,Echinospartum lusitanicum
Echiochilon fruticosum,Echiochilon fruticosum
Echium aculeatum,Echium aculeatum
Echium angustifolium,Echium angustifolium
Echium angustifolium subsp. sericeum,Echium angustifolium subsp. sericeum
Echium bonnetii,Echium bonnetii
Echium brevirame,Echium brevirame
Echium candicans,Echium candicans
Echium decaisnei,Echium decaisnei
Echium gaditanum,Echium gaditanum
Echium glomeratum,Echium glomeratum
Echium italicum,Echium italicum
Echium judaeum,Echium judaeum
Echium leucophaeum,Echium leucophaeum
Echium nervosum,Echium nervosum
Echium parviflorum,Echium parviflorum
Echium plantagineum,Echium plantagineum
Echium rauwolfii,Echium rauwolfii
Echium tuberculatum,Echium tuberculatum
Echium virescens,Echium virescens
Echium vulgare,Echium vulgare
Echium wildpretii,Echium wildpretii
Eclipta prostrata,Eclipta prostrata
Ectadium latifolium,Ectadium latifolium
Ectrosia leporina,Ectrosia leporina
Edgeworthia gardneri,Edgeworthia gardneri
Edgeworthia tomentosa,Edgeworthia tomentosa
Edithcolea grandis,Edithcolea grandis
Edmondia sesamoides,Edmondia sesamoides
Efulensia clematoides,Efulensia clematoides
Egeria densa,Egeria densa
Egeria najas,Egeria najas
Ehrendorferia chrysantha,Ehrendorferia chrysantha
Ehrendorferia ochroleuca,Ehrendorferia ochroleuca
Ehretia acuminata,Ehretia acuminata
Ehretia amoena,Ehretia amoena
Ehretia anacua,Ehretia anacua
Ehretia asperula,Ehretia asperula
Ehretia cortesia,Ehretia cortesia
Ehretia cymosa,Ehretia cymosa
Ehretia dicksonii,Ehretia dicksonii
Ehretia dunniana,Ehretia dunniana
Ehretia javanica,Ehretia javanica
Ehretia laevis,Ehretia laevis
Ehretia latifolia,Ehretia latifolia
Ehretia macrophylla,Ehretia macrophylla
Ehretia microphylla,Ehretia microphylla
Ehretia obtusifolia,Ehretia obtusifolia
Ehretia rigida,Ehretia rigida
Ehrharta calycina,Ehrharta calycina
Ehrharta erecta,Ehrharta erecta
Ehrharta juncea,Ehrharta juncea
Ehrharta longiflora,Ehrharta longiflora
Ehrharta stipoides,Ehrharta stipoides
Ehrharta thunbergii,Ehrharta thunbergii
Eichhornia crassipes,Eichhornia crassipes
Eidothea zoexylocarya,Eidothea zoexylocarya
Einadia nutans,Einadia nutans
Ekebergia benguelensis,Ekebergia benguelensis
Ekebergia capensis,Ekebergia capensis
Elachyptera parvifolia,Elachyptera parvifolia
Elaeagia auriculata,Elaeagia auriculata
Elaeagnus angustata,Elaeagnus angustata
Elaeagnus angustifolia,Elaeagnus angustifolia
Elaeagnus argyi,Elaeagnus argyi
Elaeagnus bockii,Elaeagnus bockii
Elaeagnus commutata,Elaeagnus commutata
Elaeagnus conferta,Elaeagnus conferta
Elaeagnus courtoisii,Elaeagnus courtoisii
Elaeagnus difficilis,Elaeagnus difficilis
Elaeagnus glabra,Elaeagnus glabra
Elaeagnus grijsii,Elaeagnus grijsii
Elaeagnus guizhouensis,Elaeagnus guizhouensis
Elaeagnus henryi,Elaeagnus henryi
Elaeagnus jiangxiensis,Elaeagnus jiangxiensis
Elaeagnus lanceolata,Elaeagnus lanceolata
Elaeagnus lanpingensis,Elaeagnus lanpingensis
Elaeagnus loureiroi,Elaeagnus loureiroi
Elaeagnus luxiensis,Elaeagnus luxiensis
Elaeagnus macrantha,Elaeagnus macrantha
Elaeagnus macrophylla,Elaeagnus macrophylla
Elaeagnus magna,Elaeagnus magna
Elaeagnus micrantha,Elaeagnus micrantha
Elaeagnus mollis,Elaeagnus mollis
Elaeagnus multiflora,Elaeagnus multiflora
Elaeagnus nanchuanensis,Elaeagnus nanchuanensis
Elaeagnus oldhamii,Elaeagnus oldhamii
Elaeagnus pungens,Elaeagnus pungens
Elaeagnus retrostyla,Elaeagnus retrostyla
Elaeagnus rhamnoides,Elaeagnus rhamnoides
Elaeagnus sarmentosa,Elaeagnus sarmentosa
Elaeagnus stellipila,Elaeagnus stellipila
Elaeagnus triflora,Elaeagnus triflora
Elaeagnus tubiflora,Elaeagnus tubiflora
Elaeagnus umbellata,Elaeagnus umbellata
Elaeagnus viridis,Elaeagnus viridis
Elaeagnus wushanensis,Elaeagnus wushanensis
Elaeis guineensis,Elaeis guineensis
Elaeis oleifera,Elaeis oleifera
Elaeocarpus angustifolius,Elaeocarpus angustifolius
Elaeocarpus arfakensis,Elaeocarpus arfakensis
Elaeocarpus arnhemicus,Elaeocarpus arnhemicus
Elaeocarpus austroyunnanensis,Elaeocarpus austroyunnanensis
Elaeocarpus balansae,Elaeocarpus balansae
Elaeocarpus bancroftii,Elaeocarpus bancroftii
Elaeocarpus bifidus,Elaeocarpus bifidus
Elaeocarpus borealiyunnanensis,Elaeocarpus borealiyunnanensis
Elaeocarpus braceanus,Elaeocarpus braceanus
Elaeocarpus chinensis,Elaeocarpus chinensis
Elaeocarpus coorangooloo,Elaeocarpus coorangooloo
Elaeocarpus dentatus,Elaeocarpus dentatus
Elaeocarpus dubius,Elaeocarpus dubius
Elaeocarpus duclouxii,Elaeocarpus duclouxii
Elaeocarpus eumundi,Elaeocarpus eumundi
Elaeocarpus ferrugineus,Elaeocarpus ferrugineus
Elaeocarpus floribundus,Elaeocarpus floribundus
Elaeocarpus foveolatus,Elaeocarpus foveolatus
Elaeocarpus glaber,Elaeocarpus glaber
Elaeocarpus glabripetalus,Elaeocarpus glabripetalus
Elaeocarpus hookerianus,Elaeocarpus hookerianus
Elaeocarpus howii,Elaeocarpus howii
Elaeocarpus japonicus,Elaeocarpus japonicus
Elaeocarpus johnsonii,Elaeocarpus johnsonii
Elaeocarpus kirtonii,Elaeocarpus kirtonii
Elaeocarpus lacunosus,Elaeocarpus lacunosus
Elaeocarpus lanceifolius,Elaeocarpus lanceifolius
Elaeocarpus largiflorens,Elaeocarpus largiflorens
Elaeocarpus longifolius,Elaeocarpus longifolius
Elaeocarpus macrocerus,Elaeocarpus macrocerus
Elaeocarpus macrophyllus,Elaeocarpus macrophyllus
Elaeocarpus mastersii,Elaeocarpus mastersii
Elaeocarpus mutabilis,Elaeocarpus mutabilis
Elaeocarpus nitentifolius,Elaeocarpus nitentifolius
Elaeocarpus nitidus,Elaeocarpus nitidus
Elaeocarpus obovatus,Elaeocarpus obovatus
Elaeocarpus obtusus,Elaeocarpus obtusus
Elaeocarpus obtusus subsp. apiculatus,Elaeocarpus obtusus subsp. apiculatus
Elaeocarpus palembanicus,Elaeocarpus palembanicus
Elaeocarpus petiolatus,Elaeocarpus petiolatus
Elaeocarpus photiniifolia,Elaeocarpus photiniifolius
Elaeocarpus pierrei,Elaeocarpus pierrei
Elaeocarpus poilanei,Elaeocarpus poilanei
Elaeocarpus prunifolioides,Elaeocarpus prunifolioides
Elaeocarpus ptilanthus,Elaeocarpus ptilanthus
Elaeocarpus punctatus,Elaeocarpus punctatus
Elaeocarpus quadrilobus,Elaeocarpus quadrilobus
Elaeocarpus reticulatus,Elaeocarpus reticulatus
Elaeocarpus rugosus,Elaeocarpus rugosus
Elaeocarpus ruminatus,Elaeocarpus ruminatus
Elaeocarpus sayeri,Elaeocarpus sayeri
Elaeocarpus sericeus,Elaeocarpus sericeus
Elaeocarpus sericopetalus,Elaeocarpus sericopetalus
Elaeocarpus serratus,Elaeocarpus serratus
Elaeocarpus sphaerocarpus,Elaeocarpus sphaerocarpus
Elaeocarpus stipularis,Elaeocarpus stipularis
Elaeocarpus stipularis var. brevipes,Elaeocarpus stipularis var. brevipes
Elaeocarpus submonoceras,Elaeocarpus submonoceras
Elaeocarpus sylvestris,Elaeocarpus sylvestris
Elaeocarpus tectorius,Elaeocarpus tectorius
Elaeocarpus teysmannii,NA
Elaeocarpus tuberculatus,Elaeocarpus tuberculatus
Elaeocarpus varunua,Elaeocarpus varunua
Elaeocarpus wrayi,Elaeocarpus wrayi
Elaeocarpus yateensis,Elaeocarpus yateensis
Elaeodendron alluaudianum,Elaeodendron alluaudianum
Elaeodendron fruticosum,Elaeodendron fruticosum
Elaeoluma glabrescens,Elaeoluma glabrescens
Elaeoluma nuda,Elaeoluma nuda
Elaphoglossum alatum,Elaphoglossum alatum
Elaphoglossum doanense,Elaphoglossum doanense
Elaphoglossum gayanum,Elaphoglossum gayanum
Elaphoglossum herminieri,Elaphoglossum herminieri
Elaphoglossum latifolium,Elaphoglossum latifolium
Elaphoglossum peltatum,Elaphoglossum peltatum
Elaphoglossum sporadolepis,Elaphoglossum sporadolepis
Elateriospermum tapos,Elateriospermum tapos
Elatine alsinastrum,Elatine alsinastrum
Elatine californica,Elatine californica
Elatine gratioloides,Elatine gratioloides
Elatine hexandra,Elatine hexandra
Elatine hydropiper,Elatine hydropiper
Elatine triandra,Elatine triandra
Elatostema macrophllyum,Elatostema macrophyllum
Elatostema monticola,Elatostema monticola
Elatostema paivaeanum,Elatostema paivaeanum
Elatostema platyphyllum,Elatostema platyphyllum
Elatostema reticulatum,Elatostema reticulatum
Elatostema sessile,Elatostema sessile
Elatostema sinuatum,Elatostema sinuatum
Elatostema strigosum,Elatostema strigosum
Elatostema welwitschii,Elatostema welwitschii
Elattostachys megalantha,Elattostachys megalantha
Elattostachys verrucosa,Elattostachys verrucosa
Elattostachys xylocarpa,Elattostachys xylocarpa
Elattostachys zippeliana,Elattostachys zippeliana
Elegia asperiflora,Elegia asperiflora
Elegia caespitosa,Elegia caespitosa
Elegia capensis,Elegia capensis
Elegia cuspidata,Elegia cuspidata
Elegia ebracteata,Elegia ebracteata
Elegia elephantina,Elegia elephantina
Elegia equisetacea,Elegia equisetacea
Elegia fenestrata,Elegia fenestrata
Elegia filacea,Elegia filacea
Elegia fistulosa,Elegia fistulosa
Elegia galpinii,Elegia galpinii
Elegia grandis,Elegia grandis
Elegia grandispicata,Elegia grandispicata
Elegia hookeriana,Elegia hookeriana
Elegia juncea,Elegia juncea
Elegia macrocarpa,Elegia macrocarpa
Elegia microcarpa,Elegia microcarpa
Elegia mucronata,Elegia mucronata
Elegia neesii,Elegia neesii
Elegia persistens,Elegia persistens
Elegia spathacea,Elegia spathacea
Elegia stipularis,Elegia stipularis
Elegia tectorum,Elegia tectorum
Elegia thyrsifera,Elegia thyrsifera
Elegia thyrsoidea,Elegia thyrsoidea
Eleocharis acicularis,Eleocharis acicularis
Eleocharis acuta,Eleocharis acuta
Eleocharis acutangula,Eleocharis acutangula
Eleocharis albibracteata,Eleocharis albibracteata
Eleocharis atropurpurea,Eleocharis atropurpurea
Eleocharis caduca,Eleocharis caduca
Eleocharis carniolica,Eleocharis carniolica
Eleocharis cellulosa,Eleocharis cellulosa
Eleocharis compressa,Eleocharis compressa
Eleocharis cylindrostachys,Eleocharis cylindrostachys
Eleocharis debilis,Eleocharis debilis
Eleocharis dulcis,Eleocharis dulcis
Eleocharis engelmannii,Eleocharis engelmannii
Eleocharis equisetoides,Eleocharis equisetoides
Eleocharis erythropoda,Eleocharis erythropoda
Eleocharis geniculata,Eleocharis geniculata
Eleocharis glaucovirens,Eleocharis glaucovirens
Eleocharis gracilis,Eleocharis gracilis
Eleocharis intermedia,Eleocharis intermedia
Eleocharis interstincta,Eleocharis interstincta
Eleocharis limosa,Eleocharis limosa
Eleocharis macrostachya,Eleocharis macrostachya
Eleocharis mamillata,Eleocharis mamillata
Eleocharis mamillata subsp. austriaca,Eleocharis mamillata subsp. austriaca
Eleocharis melanocarpa,Eleocharis melanocarpa
Eleocharis montana,Eleocharis montana
Eleocharis montevidensis,Eleocharis montevidensis
Eleocharis multicaulis,Eleocharis multicaulis
Eleocharis obtusa,Eleocharis obtusa
Eleocharis ovata,Eleocharis ovata
Eleocharis pallens,Eleocharis pallens
Eleocharis palustris,Eleocharis palustris
Eleocharis palustris var. vigens,Eleocharis palustris var. vigens
